"AÑOHECHO","Lugarhech","UNIDAD","Mes","RANGOetario","JovenAdulto","Genero","NACIONALIDAD","Camión","CeldaPabellón","HPC","Tránsito","LeoneraSaladeEspera","BuzonesCeldadeAislamiento","OficinaAdministrativa","OtroLugar","AgentesdeRequisa","AgentedeSeguridadInternaoJefe","DirectordelaUnidad","AgentesdeDivisiónTrasportes","MédicoEnfermero","AgentedelaPolicía","OtroAgente","MASDE1","BIENVENIDA","AISLAMIENTO","REQUISAS","TRASLADOS","REITEGROS","CIRCULACIÓN","MOTINES","RECLAMO","Reclamo_ind","OTROS","REQXCONFLICTO","RECUENTOS","REINTEG","PUÑOS","OIDOS","PATADAS","CACHEADAS","ASFIXIA","PUNTAZOSCORTES","PICANA","PILAHUM","PUENTE","QUEMADURAS","DUCHAFRI","ABUSOSEXUAL","GASPIMIENTA","PATA.PATA","OTROS_","PALOSES","ESCUDOS","ARMASBLA","BORCEGUÍES","ITAKAS","BALDEGOM","CABLESSOGAS","OTRO","BOMBA","PATGEN","PISO","ESPALDAS","ESPATADO","VENDADOS","DESNUDAR","ESCUPIT","PELOS","OTRACIR","CABEZA","EXTREMIDADES","ESPALDA","CARA","GENITALES","TOBILLOS","COSTILLAS","PLANTAPIE","TORSO","LESIONES","XDENUNC","PLACA","IDENTAGRE","AMEXDEN","SINLESIONES","SANCIONpostagresion"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Marzo","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","SI","SI","SI","NO","NO","Sin datos","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","SI","SI","NO","NO","SI","NO","SI","SI","SI","No pudo ver / no recuerda","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF CABA (Ex U.2)","Marzo","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","SI","SI","NO","NO","NO","SI","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","SI","NO","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2009,"Unidad penitenciaria","CPF CABA (Ex U.2)","Marzo","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","SI","SI","NO","NO","NO","SI","NO","NO","NO","NO","Sin datos","SI","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","SI","NO","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2009,"Unidad penitenciaria","U29- Alcaidía Penal Federal","Marzo","18 a 24 años","Joven Adulto","Varón","Argentina","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","NO","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","U28- Centro de Detención Judicial","Marzo","Sin dato","Sin datos","Varón","Argentina","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","Sin datos","NO","NO","Sin datos","SI","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","SI","NO","NO","NO","SI","NO","SI","Sin datos","NO","NO","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Marzo","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","NO","NO","NO","SI","SI","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2009,"Traslado","CPF II- Marcos Paz","Marzo","25 a 34 años","Mayor","Varón","Extranjera","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Marzo","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","SI","Sin datos","NO","NO","SI","SI","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","Sin datos","Sin datos","NO","NO","NO"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Abril","25 a 34 años","Mayor","Varón","Argentina","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Abril","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Abril","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","SI","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI","Sin datos","No pudo ver / no recuerda","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Abril","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","Sin datos","Sin datos","Sin datos","Sin datos","NO","NO","NO","NO","SI","SI","SI","SI","NO","SI","NO","NO","SI","SI","Sin datos","Sin datos","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","Complejo Federal de Jóvenes Adultos","Abril","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","SI","SI","NO","No pudo ver / no recuerda","NO","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Abril","18 a 24 años","Joven Adulto","Mujer","Extranjera","NO","NO","NO","NO","NO","SI","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","SI","NO","NO","Sin datos","SI","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","SI","NO","NO","SI","SI","NO","No pudo ver / no recuerda","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Abril","25 a 34 años","Mayor","LGBTTT","Argentina","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","No pudo ver / no recuerda","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Abril","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","SI","NO","No pudo ver / no recuerda","NO","Sin datos","Sin datos","SI"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Abril","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","SI","NO","SI","NO","NO","NO","SI","NO","Sin datos","SI, a todos","NO","Sin datos","SI"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Abril","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","SI","SI","SI","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","SI, a todos","NO","Sin datos","SI"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Mayo","18 a 24 años","Mayor","Varón","Argentina","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","SI","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","SI","SI","NO","NO","SI, a todos","SI","NO","SI"
2009,"Unidad penitenciaria","EX - U20- Servicio Psiquiátrico Central de Varones","Mayo","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","Sin datos","SI","SI","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","SI","SI","NO","Sin datos","SI, a todos","Sin datos","Sin datos","SI"
2009,"Unidad penitenciaria","CPF CABA (Ex U.2)","Junio","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","Sin datos","NO","NO","SI","NO","NO"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Junio","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","SI","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","Sin datos","SI, a todos","NO","NO","NO"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Junio","35 a 44 años","Mayor","Varón","Argentina","NO","NO","NO","SI","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","SI","NO","SI","NO","SI","Sin datos","NO","Sin datos","NO","SI","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","Sin datos","SI","NO","NO","NO","NO","NO","Sin datos","SI","SI","SI","SI","Sin datos","Sin datos","SI","Sin datos","SI","Sin datos","SI","Sin datos","SI, a todos","SI","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Marzo","25 a 34 años","Mayor","Varón","Argentina","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","SI","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","SI","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","SI","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Junio","45 a 54 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","NO","SI","NO","NO","NO","SI","NO","Sin datos","NO","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Junio","18 a 24 años","Joven Adulto","Varón","Argentina","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO"," ","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","SI","SI","SI","Sin datos","Sin datos","Sin datos","Sin datos","SI","SI","Sin datos","NO","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF IV de Mujeres de Ezeiza","Junio","25 a 34 años","Mayor","Mujer","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","NO","SI","SI","Sin datos","Sin datos","Sin datos","SI","SI","NO"
2009,"Unidad penitenciaria","CPF IV de Mujeres de Ezeiza","Junio","25 a 34 años","Mayor","Mujer","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","NO","SI","SI","Sin datos","Sin datos","SI, a todos","SI","SI","NO"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Julio","18 a 24 años","Joven Adulto","Varón","Extranjera","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","SI","Sin datos","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","SI","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","SI","NO","SI","NO","NO","NO","SI","NO","NO","SI, a todos","SI","Sin datos","SI"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Julio","25 a 34 años","Mayor","Varón","Extranjera","NO","SI","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","SI","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","SI","NO","SI, a todos","Sin datos","Sin datos","SI"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Julio","35 a 44 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF I- Ezeiza","Julio","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","SI","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","Sin datos","NO","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","CPF II- Marcos Paz","Julio","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","NO","SI","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","NO","NO","SI","NO","SI","SI","SI","NO","NO","SI","SI","NO","SI","SI","Sin datos","Sin datos","SI, a todos","Sin datos","Sin datos","Sin datos"
2009,"Unidad penitenciaria","EX - U20- Servicio Psiquiátrico Central de Varones","Agosto","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","Sin datos","Sin datos","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","No pudo ver / no recuerda","NO","Sin datos","Sin datos","Sin datos"
2009,"Comisaría","No Corresponde","Agosto","18 a 24 años","Joven Adulto","Varón","Argentina","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","SI","Sin datos","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","SI","SI","SI","SI","NO","NO","NO","NO","NO","SI","Sin datos","SI","Sin datos","Sin datos","Sin datos","Sin datos"
